Entity,Code,Year,Fossil Fuels (TWh)
Poland,POL,2009,1060.089
Poland,POL,2010,1125.9
Poland,POL,2011,1125.515
Poland,POL,2012,1079.677
Poland,POL,2013,1082.905
Poland,POL,2014,1034.272
Poland,POL,2015,1039.331
Poland,POL,2016,1090.461
Poland,POL,2017,1131.244
Poland,POL,2018,1148.214
Poland,POL,2019,1107.963
Portugal,PRT,1965,37.415
Portugal,PRT,1966,38.317
Portugal,PRT,1967,41.514
Portugal,PRT,1968,43.329
Portugal,PRT,1969,44.8
Portugal,PRT,1970,59.126
Portugal,PRT,1971,65.95
Portugal,PRT,1972,70.713
Portugal,PRT,1973,79.425
Portugal,PRT,1974,82.76
Portugal,PRT,1975,86.12
Portugal,PRT,1976,89.841
Portugal,PRT,1977,88.507
Portugal,PRT,1978,92.329
Portugal,PRT,1979,98.628
Portugal,PRT,1980,104.083
Portugal,PRT,1981,110.628
Portugal,PRT,1982,115.267
Portugal,PRT,1983,116.691
Portugal,PRT,1984,117.562
Portugal,PRT,1985,117.267
Portugal,PRT,1986,132.326
Portugal,PRT,1987,134.137
Portugal,PRT,1988,142.784
Portugal,PRT,1989,176.149
Portugal,PRT,1990,169.174
Portugal,PRT,1991,176.616
Portugal,PRT,1992,191.543
Portugal,PRT,1993,186.003
Portugal,PRT,1994,187.276
Portugal,PRT,1995,215.217
Portugal,PRT,1996,203.876
Portugal,PRT,1997,212.083
Portugal,PRT,1998,235.43
Portugal,PRT,1999,257.991
Portugal,PRT,2000,254.975
Portugal,PRT,2001,251.09
Portugal,PRT,2002,266.614
Portugal,PRT,2003,251.621
Portugal,PRT,2004,261.555
Portugal,PRT,2005,272.858
Portugal,PRT,2006,248.882
Portugal,PRT,2007,249.111
Portugal,PRT,2008,243.315
Portugal,PRT,2009,234.71
Portugal,PRT,2010,221.515
Portugal,PRT,2011,219.699
Portugal,PRT,2012,208.101
Portugal,PRT,2013,206.865
Portugal,PRT,2014,203.869
Portugal,PRT,2015,220.026
Portugal,PRT,2016,216.408
Portugal,PRT,2017,238.964
Portugal,PRT,2018,222.8
Portugal,PRT,2019,218.846
Qatar,QAT,1965,1.411
Qatar,QAT,1966,1.421
Qatar,QAT,1967,2.035
Qatar,QAT,1968,6.44
Qatar,QAT,1969,10.119
Qatar,QAT,1970,11.526
Qatar,QAT,1971,11.481
Qatar,QAT,1972,12.701
Qatar,QAT,1973,18.021
Qatar,QAT,1974,15.712
Qatar,QAT,1975,23.445
Qatar,QAT,1976,15.06
Qatar,QAT,1977,20.983
Qatar,QAT,1978,20.128
Qatar,QAT,1979,50.366
Qatar,QAT,1980,57.593
Qatar,QAT,1981,54.046
Qatar,QAT,1982,65.346
Qatar,QAT,1983,68.478
Qatar,QAT,1984,77.448
Qatar,QAT,1985,78.766
Qatar,QAT,1986,86.183
Qatar,QAT,1987,85.935
Qatar,QAT,1988,79.168
Qatar,QAT,1989,84.593
Qatar,QAT,1990,86.296
Qatar,QAT,1991,97.289
Qatar,QAT,1992,149.685
Qatar,QAT,1993,159.109
Qatar,QAT,1994,160.407
Qatar,QAT,1995,161.397
Qatar,QAT,1996,120.009
Qatar,QAT,1997,128.075
Qatar,QAT,1998,136.999
Qatar,QAT,1999,153.024
Qatar,QAT,2000,134.408
Qatar,QAT,2001,130.994
Qatar,QAT,2002,147.974
Qatar,QAT,2003,166.324
Qatar,QAT,2004,194.97
Qatar,QAT,2005,224.39
Qatar,QAT,2006,236.403
Qatar,QAT,2007,258.517
Qatar,QAT,2008,285.887
Qatar,QAT,2009,288.842
Qatar,QAT,2010,336.018
Qatar,QAT,2011,388.569
Qatar,QAT,2012,441.046
Qatar,QAT,2013,474.362
Qatar,QAT,2014,509.63
Qatar,QAT,2015,568.405
Qatar,QAT,2016,553.976
Qatar,QAT,2017,533.719
Qatar,QAT,2018,552.764
Qatar,QAT,2019,561.615
Romania,ROU,1965,275.749
Romania,ROU,1966,294.21
Romania,ROU,1967,327.369
Romania,ROU,1968,348.361
Romania,ROU,1969,399.257
Romania,ROU,1970,423.811
Romania,ROU,1971,445.274
Romania,ROU,1972,461.563
Romania,ROU,1973,503.508
Romania,ROU,1974,504.432
Romania,ROU,1975,549.831
Romania,ROU,1976,598.371
Romania,ROU,1977,632.308
Romania,ROU,1978,679.369
Romania,ROU,1979,691.288
Romania,ROU,1980,694.48
Romania,ROU,1981,695.925
Romania,ROU,1982,692.222
Romania,ROU,1983,692.522
Romania,ROU,1984,683.508
Romania,ROU,1985,677.312
Romania,ROU,1986,698.118
Romania,ROU,1987,723.973
Romania,ROU,1988,727.443
Romania,ROU,1989,732.032
Romania,ROU,1990,701.468
Romania,ROU,1991,581.308
Romania,ROU,1992,516.071
Romania,ROU,1993,497.464
Romania,ROU,1994,466.274
Romania,ROU,1995,505.442
Romania,ROU,1996,500.882
Romania,ROU,1997,456.194
Romania,ROU,1998,407.927
Romania,ROU,1999,352.339
Romania,ROU,2000,361.152
Romania,ROU,2001,365.912
Romania,ROU,2002,379.021
Romania,ROU,2003,389.129
Romania,ROU,2004,394.386
Romania,ROU,2005,385.152
Romania,ROU,2006,399.999
Romania,ROU,2007,384.53
Romania,ROU,2008,372.527
Romania,ROU,2009,318.535
Romania,ROU,2010,310.255
Romania,ROU,2011,330.323
Romania,ROU,2012,319.749
Romania,ROU,2013,279.87
Romania,ROU,2014,280.512
Romania,ROU,2015,279.727
Romania,ROU,2016,278.24
Romania,ROU,2017,291.521
Romania,ROU,2018,294.593
Romania,ROU,2019,287.984
Russia,RUS,1985,8801.024
Russia,RUS,1986,8939.97
Russia,RUS,1987,9208.195
Russia,RUS,1988,9359.683
Russia,RUS,1989,9396.667
Russia,RUS,1990,9246.803
Russia,RUS,1991,9100.945
Russia,RUS,1992,8716.637
Russia,RUS,1993,8065.393
Russia,RUS,1994,7340.469
Russia,RUS,1995,6898.253
Russia,RUS,1996,6647.383
Russia,RUS,1997,6237.443
Russia,RUS,1998,6234.799
Russia,RUS,1999,6265.975
Russia,RUS,2000,6357.781
Russia,RUS,2001,6431.023
Russia,RUS,2002,6427.908
Russia,RUS,2003,6577.556
Russia,RUS,2004,6605.758
Russia,RUS,2005,6598.529
Russia,RUS,2006,6906.459
Russia,RUS,2007,6939.185
Russia,RUS,2008,7004.363
Russia,RUS,2009,6590.13
Russia,RUS,2010,6896.327
Russia,RUS,2011,7159.94
Russia,RUS,2012,7170.482
Russia,RUS,2013,7039.805
Russia,RUS,2014,7070.887
Russia,RUS,2015,6894.851
Russia,RUS,2016,7027.402
Russia,RUS,2017,7046.268
Russia,RUS,2018,7357.949
Russia,RUS,2019,7275.86
Saudi Arabia,SAU,1965,235.14
Saudi Arabia,SAU,1966,238.322
Saudi Arabia,SAU,1967,241.765
Saudi Arabia,SAU,1968,245.518
Saudi Arabia,SAU,1969,249.663
Saudi Arabia,SAU,1970,262.856
Saudi Arabia,SAU,1971,263.272
Saudi Arabia,SAU,1972,282.169
Saudi Arabia,SAU,1973,301.001
Saudi Arabia,SAU,1974,319.354
Saudi Arabia,SAU,1975,253.261
Saudi Arabia,SAU,1976,292.795
Saudi Arabia,SAU,1977,345.763
Saudi Arabia,SAU,1978,385.336
Saudi Arabia,SAU,1979,466.844
Saudi Arabia,SAU,1980,419.942
Saudi Arabia,SAU,1981,501.262
Saudi Arabia,SAU,1982,552.179
Saudi Arabia,SAU,1983,598.008
Saudi Arabia,SAU,1984,715.324
Saudi Arabia,SAU,1985,729.747
Saudi Arabia,SAU,1986,784.672
Saudi Arabia,SAU,1987,831.751
Saudi Arabia,SAU,1988,870.288
Saudi Arabia,SAU,1989,856.558
Saudi Arabia,SAU,1990,928.35
Saudi Arabia,SAU,1991,972.466
Saudi Arabia,SAU,1992,981.77
Saudi Arabia,SAU,1993,1002.864
Saudi Arabia,SAU,1994,1159.581
Saudi Arabia,SAU,1995,1130.007
Saudi Arabia,SAU,1996,1168.579
Saudi Arabia,SAU,1997,1190.301
Saudi Arabia,SAU,1998,1252.578
Saudi Arabia,SAU,1999,1275.457
Saudi Arabia,SAU,2000,1334.906
Saudi Arabia,SAU,2001,1422.359
Saudi Arabia,SAU,2002,1481.409
Saudi Arabia,SAU,2003,1569.217
Saudi Arabia,SAU,2004,1702.474
Saudi Arabia,SAU,2005,1814.511
Saudi Arabia,SAU,2006,1883.858
Saudi Arabia,SAU,2007,1965.808
Saudi Arabia,SAU,2008,2143.67
Saudi Arabia,SAU,2009,2259.359
Saudi Arabia,SAU,2010,2476.778
Saudi Arabia,SAU,2011,2556.727
Saudi Arabia,SAU,2012,2710.451
Saudi Arabia,SAU,2013,2721.594
Saudi Arabia,SAU,2014,2917.262
Saudi Arabia,SAU,2015,3009.158
Saudi Arabia,SAU,2016,3048.788
Saudi Arabia,SAU,2017,3056.868
Saudi Arabia,SAU,2018,3029.131
Saudi Arabia,SAU,2019,3061.018
Singapore,SGP,1965,47.888
Singapore,SGP,1966,54.744
Singapore,SGP,1967,65.756
Singapore,SGP,1968,81.735
Singapore,SGP,1969,80.319
Singapore,SGP,1970,87.205
Singapore,SGP,1971,75.698
Singapore,SGP,1972,94.788
Singapore,SGP,1973,89.327
Singapore,SGP,1974,88.059
Singapore,SGP,1975,85.986
Singapore,SGP,1976,101.992
Singapore,SGP,1977,102.375
Singapore,SGP,1978,105.374
Singapore,SGP,1979,112.333
Singapore,SGP,1980,111.571
Singapore,SGP,1981,128.36
Singapore,SGP,1982,124.894
Singapore,SGP,1983,132.312
Singapore,SGP,1984,139.103
Singapore,SGP,1985,141.894
Singapore,SGP,1986,164.485
Singapore,SGP,1987,172.966
Singapore,SGP,1988,200.158
Singapore,SGP,1989,228.266
Singapore,SGP,1990,272.832
Singapore,SGP,1991,277.533
Singapore,SGP,1992,297.806
Singapore,SGP,1993,325.43
Singapore,SGP,1994,372.302
Singapore,SGP,1995,388.159
Singapore,SGP,1996,391.695
Singapore,SGP,1997,412.019
Singapore,SGP,1998,417.728
Singapore,SGP,1999,413.544
Singapore,SGP,2000,442.233
Singapore,SGP,2001,501.578
Singapore,SGP,2002,492.722
Singapore,SGP,2003,465.411
Singapore,SGP,2004,521.18
Singapore,SGP,2005,547.712
Singapore,SGP,2006,602.821
Singapore,SGP,2007,647.296
Singapore,SGP,2008,688.652
Singapore,SGP,2009,740.708
Singapore,SGP,2010,795.994
Singapore,SGP,2011,827.622
Singapore,SGP,2012,831.059
Singapore,SGP,2013,849.201
Singapore,SGP,2014,873.588
Singapore,SGP,2015,928.846
Singapore,SGP,2016,963.959
Singapore,SGP,2017,994.564
Singapore,SGP,2018,999.24
Singapore,SGP,2019,983.664
Slovakia,SVK,1965,100.263
Slovakia,SVK,1966,104.285
Slovakia,SVK,1967,105.767
Slovakia,SVK,1968,117.732
Slovakia,SVK,1969,124.261
Slovakia,SVK,1970,135.918
Slovakia,SVK,1971,147.556
Slovakia,SVK,1972,155.186
Slovakia,SVK,1973,161.649
Slovakia,SVK,1974,166.986
Slovakia,SVK,1975,176.635
Slovakia,SVK,1976,182.714
Slovakia,SVK,1977,192.196
Slovakia,SVK,1978,202.717
Slovakia,SVK,1979,203.828
Slovakia,SVK,1980,199.543
Slovakia,SVK,1981,196.964
Slovakia,SVK,1982,193.343
Slovakia,SVK,1983,192.772
Slovakia,SVK,1984,207.159
Slovakia,SVK,1985,206.786
Slovakia,SVK,1986,199.396
Slovakia,SVK,1987,204.576
Slovakia,SVK,1988,206.424
Slovakia,SVK,1989,207.379
Slovakia,SVK,1990,208.642
Slovakia,SVK,1991,184.857
Slovakia,SVK,1992,176.66
Slovakia,SVK,1993,167.133
Slovakia,SVK,1994,158.227
Slovakia,SVK,1995,162.867
Slovakia,SVK,1996,166.784
Slovakia,SVK,1997,163.885
Slovakia,SVK,1998,164.573
Slovakia,SVK,1999,160.844
Slovakia,SVK,2000,157.799
Slovakia,SVK,2001,161.038
Slovakia,SVK,2002,160.25
Slovakia,SVK,2003,159.734
Slovakia,SVK,2004,154.917
Slovakia,SVK,2005,163.298
Slovakia,SVK,2006,154.28
Slovakia,SVK,2007,147.854
Slovakia,SVK,2008,151.98
Slovakia,SVK,2009,139.384
Slovakia,SVK,2010,148.465
Slovakia,SVK,2011,140.293
Slovakia,SVK,2012,132.274
Slovakia,SVK,2013,134.326
Slovakia,SVK,2014,121.465
Slovakia,SVK,2015,124.462
Slovakia,SVK,2016,125.845
Slovakia,SVK,2017,135.753
Slovakia,SVK,2018,135.45
Slovakia,SVK,2019,127.439
Slovenia,SVN,1990,47.389
Slovenia,SVN,1991,44.689
Slovenia,SVN,1992,43.492
Slovenia,SVN,1993,46.458
Slovenia,SVN,1994,47.821
Slovenia,SVN,1995,51.321
Slovenia,SVN,1996,54.367
Slovenia,SVN,1997,56.551
Slovenia,SVN,1998,55.713
Slovenia,SVN,1999,54.847
Slovenia,SVN,2000,53.556
Slovenia,SVN,2001,55.992
Slovenia,SVN,2002,56.296
Slovenia,SVN,2003,56.757
Slovenia,SVN,2004,57.898
Slovenia,SVN,2005,58.758
Slovenia,SVN,2006,60.221
Slovenia,SVN,2007,60.286
Slovenia,SVN,2008,64.218
Slovenia,SVN,2009,56.981
Slovenia,SVN,2010,57.791
Slovenia,SVN,2011,56.455
Slovenia,SVN,2012,54.629
Slovenia,SVN,2013,52.289
Slovenia,SVN,2014,47.876
Slovenia,SVN,2015,48.026
Slovenia,SVN,2016,51.391
Slovenia,SVN,2017,52.502
Slovenia,SVN,2018,52.945
Slovenia,SVN,2019,50.068
South Africa,ZAF,1965,354.119
South Africa,ZAF,1966,356.323
South Africa,ZAF,1967,371.078
South Africa,ZAF,1968,391.637
South Africa,ZAF,1969,403.253
South Africa,ZAF,1970,421.404
South Africa,ZAF,1971,453.696
South Africa,ZAF,1972,466.564
South Africa,ZAF,1973,501.693
South Africa,ZAF,1974,515.748
South Africa,ZAF,1975,550.096
South Africa,ZAF,1976,572.055
South Africa,ZAF,1977,586.012
South Africa,ZAF,1978,580.369
South Africa,ZAF,1979,601.716
South Africa,ZAF,1980,642.931
South Africa,ZAF,1981,747.039
South Africa,ZAF,1982,805.712
South Africa,ZAF,1983,817.694
South Africa,ZAF,1984,882.729
South Africa,ZAF,1985,897.63
South Africa,ZAF,1986,901.924
South Africa,ZAF,1987,924.171
South Africa,ZAF,1988,1003.176
South Africa,ZAF,1989,956.071
South Africa,ZAF,1990,1002.709
South Africa,ZAF,1991,990.448
South Africa,ZAF,1992,998.46
South Africa,ZAF,1993,1004.241
South Africa,ZAF,1994,1038.619
South Africa,ZAF,1995,1083.886
South Africa,ZAF,1996,1102.26
South Africa,ZAF,1997,1123.005
South Africa,ZAF,1998,1100.979
South Africa,ZAF,1999,1144.545
South Africa,ZAF,2000,1143.661
South Africa,ZAF,2001,1154.881
South Africa,ZAF,2002,1119.461
South Africa,ZAF,2003,1218.416
South Africa,ZAF,2004,1331.143
South Africa,ZAF,2005,1263.617
South Africa,ZAF,2006,1289.138
South Africa,ZAF,2007,1321.424
South Africa,ZAF,2008,1419.512
South Africa,ZAF,2009,1415.719
South Africa,ZAF,2010,1429.569
South Africa,ZAF,2011,1405.792
South Africa,ZAF,2012,1389.214
South Africa,ZAF,2013,1390.88
South Africa,ZAF,2014,1403.434
South Africa,ZAF,2015,1352.493
South Africa,ZAF,2016,1409.45
South Africa,ZAF,2017,1390.118
South Africa,ZAF,2018,1410.15
South Africa,ZAF,2019,1430.966
South Korea,KOR,1965,72.716
South Korea,KOR,1966,87.855
South Korea,KOR,1967,101.466
South Korea,KOR,1968,116.771
South Korea,KOR,1969,140.108
South Korea,KOR,1970,163.856
South Korea,KOR,1971,177.287
South Korea,KOR,1972,183.808
South Korea,KOR,1973,228.539
South Korea,KOR,1974,235.934
South Korea,KOR,1975,260.621
South Korea,KOR,1976,291.842
South Korea,KOR,1977,337.328
South Korea,KOR,1978,370.765
South Korea,KOR,1979,425.419
South Korea,KOR,1980,438.487
South Korea,KOR,1981,459.437
South Korea,KOR,1982,459.759
South Korea,KOR,1983,484.823
South Korea,KOR,1984,525.344
South Korea,KOR,1985,567.237
South Korea,KOR,1986,610.941
South Korea,KOR,1987,653.208
South Korea,KOR,1988,747.042
South Korea,KOR,1989,799.059
South Korea,KOR,1990,902.118
South Korea,KOR,1991,1035.522
South Korea,KOR,1992,1190.147
South Korea,KOR,1993,1313.604
South Korea,KOR,1994,1434.607
South Korea,KOR,1995,1557.781
South Korea,KOR,1996,1722.21
South Korea,KOR,1997,1903.811
South Korea,KOR,1998,1701.248
South Korea,KOR,1999,1839.371
South Korea,KOR,2000,1953.027
South Korea,KOR,2001,2002.477
South Korea,KOR,2002,2089.908
South Korea,KOR,2003,2136.87
South Korea,KOR,2004,2183.49
South Korea,KOR,2005,2225.338
South Korea,KOR,2006,2264.936
South Korea,KOR,2007,2365.58
South Korea,KOR,2008,2397.603
South Korea,KOR,2009,2417.556
South Korea,KOR,2010,2628.456
South Korea,KOR,2011,2749.942
South Korea,KOR,2012,2793.308
South Korea,KOR,2013,2823.06
South Korea,KOR,2014,2803.485
South Korea,KOR,2015,2842.11
South Korea,KOR,2016,2923.273
South Korea,KOR,2017,3006.279
South Korea,KOR,2018,3078.501
South Korea,KOR,2019,2987.572
Spain,ESP,1965,279.193
Spain,ESP,1966,301.201
Spain,ESP,1967,344.546
Spain,ESP,1968,360.669
Spain,ESP,1969,397.364
Spain,ESP,1970,443.87
Spain,ESP,1971,480.796
Spain,ESP,1972,511.006
Spain,ESP,1973,584.995
Spain,ESP,1974,606.321
Spain,ESP,1975,637.989
Spain,ESP,1976,703.389
Spain,ESP,1977,679.583
Spain,ESP,1978,677.895
Spain,ESP,1979,725.744
Spain,ESP,1980,783.767
Spain,ESP,1981,800.833
Spain,ESP,1982,789.498
Spain,ESP,1983,802.958
Spain,ESP,1984,769.225
Spain,ESP,1985,748.242
Spain,ESP,1986,755.345
Spain,ESP,1987,776.487
Spain,ESP,1988,770.218
Spain,ESP,1989,850.016
Spain,ESP,1990,837.976
Spain,ESP,1991,866.482
Spain,ESP,1992,943.373
Spain,ESP,1993,888.99
Spain,ESP,1994,932.451
Spain,ESP,1995,990.526
Spain,ESP,1996,986.691
Spain,ESP,1997,1071.761
Spain,ESP,1998,1125.024
Spain,ESP,1999,1196.421
Spain,ESP,2000,1244.659
Spain,ESP,2001,1274.083
Spain,ESP,2002,1336.226
Spain,ESP,2003,1375.462
Spain,ESP,2004,1456.514
Spain,ESP,2005,1513.518
Spain,ESP,2006,1506.692
Spain,ESP,2007,1541.87
Spain,ESP,2008,1469.829
Spain,ESP,2009,1321.512
Spain,ESP,2010,1268.731
Spain,ESP,2011,1273.134
Spain,ESP,2012,1250.134
Spain,ESP,2013,1128.547
Spain,ESP,2014,1100.87
Spain,ESP,2015,1156.956
Spain,ESP,2016,1150.099
Spain,ESP,2017,1213.639
Spain,ESP,2018,1198.017
Spain,ESP,2019,1174.89
Sri Lanka,LKA,1965,5.484
Sri Lanka,LKA,1966,5.617
Sri Lanka,LKA,1967,5.753
Sri Lanka,LKA,1968,5.89
Sri Lanka,LKA,1969,6.027
Sri Lanka,LKA,1970,12.052
Sri Lanka,LKA,1971,10.975
Sri Lanka,LKA,1972,11.99
Sri Lanka,LKA,1973,12.494
Sri Lanka,LKA,1974,9.898
Sri Lanka,LKA,1975,9.577
Sri Lanka,LKA,1976,9.509
Sri Lanka,LKA,1977,10.114
Sri Lanka,LKA,1978,11.762
Sri Lanka,LKA,1979,12.089
Sri Lanka,LKA,1980,12.194
Sri Lanka,LKA,1981,14.377
Sri Lanka,LKA,1982,16.305
Sri Lanka,LKA,1983,17.821
Sri Lanka,LKA,1984,15.242
Sri Lanka,LKA,1985,13.878
Sri Lanka,LKA,1986,13.758
Sri Lanka,LKA,1987,15.659
Sri Lanka,LKA,1988,15.166
Sri Lanka,LKA,1989,14.417
Sri Lanka,LKA,1990,15.396
Sri Lanka,LKA,1991,16.264
Sri Lanka,LKA,1992,19.133
Sri Lanka,LKA,1993,18.597
Sri Lanka,LKA,1994,20.599
Sri Lanka,LKA,1995,22.317
Sri Lanka,LKA,1996,27.23
Sri Lanka,LKA,1997,29.527
Sri Lanka,LKA,1998,31.535
Sri Lanka,LKA,1999,34.412
Sri Lanka,LKA,2000,40.762
Sri Lanka,LKA,2001,40.062
Sri Lanka,LKA,2002,42.339
Sri Lanka,LKA,2003,42.647
Sri Lanka,LKA,2004,41.919
Sri Lanka,LKA,2005,48.064
Sri Lanka,LKA,2006,49.952
Sri Lanka,LKA,2007,52.995
Sri Lanka,LKA,2008,48.378
Sri Lanka,LKA,2009,50.952
Sri Lanka,LKA,2010,50.658
Sri Lanka,LKA,2011,56.709
Sri Lanka,LKA,2012,60.493
Sri Lanka,LKA,2013,52.168
Sri Lanka,LKA,2014,51.091
Sri Lanka,LKA,2015,64.543
Sri Lanka,LKA,2016,74.195
Sri Lanka,LKA,2017,79.085
Sri Lanka,LKA,2018,79.01
Sri Lanka,LKA,2019,85.619
Sweden,SWE,1965,255.631
Sweden,SWE,1966,284.397
Sweden,SWE,1967,283.337
Sweden,SWE,1968,314.165
Sweden,SWE,1969,334.464
Sweden,SWE,1970,363.273
Sweden,SWE,1971,340.757
Sweden,SWE,1972,346.425
Sweden,SWE,1973,355.537
Sweden,SWE,1974,323.249
Sweden,SWE,1975,324.06
Sweden,SWE,1976,354.098
Sweden,SWE,1977,339.533
Sweden,SWE,1978,406.708
Sweden,SWE,1979,439.693
Sweden,SWE,1980,389.495
Sweden,SWE,1981,349.543
Sweden,SWE,1982,328.078
Sweden,SWE,1983,292.482
Sweden,SWE,1984,285.453
Sweden,SWE,1985,309.777
Sweden,SWE,1986,331.904
Sweden,SWE,1987,291.923
Sweden,SWE,1988,275.764
Sweden,SWE,1989,265.51
Sweden,SWE,1990,268.207
Sweden,SWE,1991,236.28
Sweden,SWE,1992,245.258
Sweden,SWE,1993,242.931
Sweden,SWE,1994,255.369
Sweden,SWE,1995,244.808
Sweden,SWE,1996,263.055
Sweden,SWE,1997,244.284
Sweden,SWE,1998,270.739
Sweden,SWE,1999,260.34
Sweden,SWE,2000,230.027
Sweden,SWE,2001,236.864
Sweden,SWE,2002,242.443
Sweden,SWE,2003,255.924
Sweden,SWE,2004,247.829
Sweden,SWE,2005,244.802
Sweden,SWE,2006,250.074
Sweden,SWE,2007,243.071
Sweden,SWE,2008,231.02
Sweden,SWE,2009,217.507
Sweden,SWE,2010,229.608
Sweden,SWE,2011,209.757
Sweden,SWE,2012,201.754
Sweden,SWE,2013,199.797
Sweden,SWE,2014,193.049
Sweden,SWE,2015,190.819
Sweden,SWE,2016,196.599
Sweden,SWE,2017,194.982
Sweden,SWE,2018,188.779
Sweden,SWE,2019,193.733
Switzerland,CHE,1965,111.213
Switzerland,CHE,1966,114.732
Switzerland,CHE,1967,121.177
Switzerland,CHE,1968,132.711
Switzerland,CHE,1969,142.53
Switzerland,CHE,1970,157.792
Switzerland,CHE,1971,165.035
Switzerland,CHE,1972,168.506
Switzerland,CHE,1973,181.13
Switzerland,CHE,1974,163.022
Switzerland,CHE,1975,158.197
Switzerland,CHE,1976,164.174
Switzerland,CHE,1977,166.202
Switzerland,CHE,1978,170.532
Switzerland,CHE,1979,164.8
Switzerland,CHE,1980,167.062
Switzerland,CHE,1981,158.185
Switzerland,CHE,1982,150.19
Switzerland,CHE,1983,163.233
Switzerland,CHE,1984,161.129
Switzerland,CHE,1985,164.271
Switzerland,CHE,1986,177.472
Switzerland,CHE,1987,168.88
Switzerland,CHE,1988,168.731
Switzerland,CHE,1989,164.084
Switzerland,CHE,1990,175.512
Switzerland,CHE,1991,179.637
Switzerland,CHE,1992,181.722
Switzerland,CHE,1993,172.293
Switzerland,CHE,1994,177.018
Switzerland,CHE,1995,167.994
Switzerland,CHE,1996,174.455
Switzerland,CHE,1997,180.916
Switzerland,CHE,1998,183.324
Switzerland,CHE,1999,182.433
Switzerland,CHE,2000,178.189
Switzerland,CHE,2001,189.827
Switzerland,CHE,2002,180.876
Switzerland,CHE,2003,178.532
Switzerland,CHE,2004,178.707
Switzerland,CHE,2005,182.344
Switzerland,CHE,2006,185.275
Switzerland,CHE,2007,169.777
Switzerland,CHE,2008,180.61
Switzerland,CHE,2009,181.505
Switzerland,CHE,2010,174.499
Switzerland,CHE,2011,166.271
Switzerland,CHE,2012,171.605
Switzerland,CHE,2013,179.884
Switzerland,CHE,2014,160.375
Switzerland,CHE,2015,163.956
Switzerland,CHE,2016,158.405
Switzerland,CHE,2017,161.515
Switzerland,CHE,2018,155.098
Switzerland,CHE,2019,158.612
Taiwan,TWN,1965,62.711
Taiwan,TWN,1966,67.508
Taiwan,TWN,1967,74.479
Taiwan,TWN,1968,83.082
Taiwan,TWN,1969,89.898
Taiwan,TWN,1970,99.206
Taiwan,TWN,1971,126.081
Taiwan,TWN,1972,133.719
Taiwan,TWN,1973,158.784
Taiwan,TWN,1974,147.771
Taiwan,TWN,1975,162.564
Taiwan,TWN,1976,204.223
Taiwan,TWN,1977,225.827
Taiwan,TWN,1978,258.906
Taiwan,TWN,1979,267.007
Taiwan,TWN,1980,282.753
Taiwan,TWN,1981,250.233
Taiwan,TWN,1982,244.832
Taiwan,TWN,1983,266.182
Taiwan,TWN,1984,271.778
Taiwan,TWN,1985,314.976
Taiwan,TWN,1986,354.587
Taiwan,TWN,1987,372.364
Taiwan,TWN,1988,428.069
Taiwan,TWN,1989,466.115
Taiwan,TWN,1990,483.805
Taiwan,TWN,1991,517.292
Taiwan,TWN,1992,547.804
Taiwan,TWN,1993,592.821
Taiwan,TWN,1994,629.449
Taiwan,TWN,1995,672.286
Taiwan,TWN,1996,699.457
Taiwan,TWN,1997,755.09
Taiwan,TWN,1998,800.127
Taiwan,TWN,1999,894.634
Taiwan,TWN,2000,915.446
Taiwan,TWN,2001,954.889
Taiwan,TWN,2002,994.207
Taiwan,TWN,2003,1048.415
Taiwan,TWN,2004,1104.275
Taiwan,TWN,2005,1114.362
Taiwan,TWN,2006,1140.473
Taiwan,TWN,2007,1190.892
Taiwan,TWN,2008,1120.56
Taiwan,TWN,2009,1101.083
Taiwan,TWN,2010,1167.884
Taiwan,TWN,2011,1152.424
Taiwan,TWN,2012,1154.041
Taiwan,TWN,2013,1178.584
Taiwan,TWN,2014,1210.396
Taiwan,TWN,2015,1210.104
Taiwan,TWN,2016,1239.395
Taiwan,TWN,2017,1268.893
Taiwan,TWN,2018,1273.837
Taiwan,TWN,2019,1222.656
Thailand,THA,1965,28.22
Thailand,THA,1966,33.447
Thailand,THA,1967,37.633
Thailand,THA,1968,49.317
Thailand,THA,1969,53.381
Thailand,THA,1970,61.989
Thailand,THA,1971,68.461
Thailand,THA,1972,85.317
Thailand,THA,1973,90.329
Thailand,THA,1974,92.497
Thailand,THA,1975,100.067
Thailand,THA,1976,105.53
Thailand,THA,1977,118.268
Thailand,THA,1978,132.861
Thailand,THA,1979,137.112
Thailand,THA,1980,142.915
Thailand,THA,1981,139.983
Thailand,THA,1982,141.103
Thailand,THA,1983,157.636
Thailand,THA,1984,173.32
Thailand,THA,1985,183.241
Thailand,THA,1986,190.935
Thailand,THA,1987,225.425
Thailand,THA,1988,254.791
Thailand,THA,1989,289.472
Thailand,THA,1990,347.005
Thailand,THA,1991,385.718
Thailand,THA,1992,428.037
Thailand,THA,1993,490.524
Thailand,THA,1994,548.917
Thailand,THA,1995,596.663
Thailand,THA,1996,675.143
Thailand,THA,1997,712.903
Thailand,THA,1998,664.314
Thailand,THA,1999,715.382
Thailand,THA,2000,724.798
Thailand,THA,2001,764.072
Thailand,THA,2002,838.368
Thailand,THA,2003,909.024
Thailand,THA,2004,976.157
Thailand,THA,2005,1010.81
Thailand,THA,2006,1019.971
Thailand,THA,2007,1065.338
Thailand,THA,2008,1077.778
Thailand,THA,2009,1114.102
